HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
2,3,3,2,37.0,1,0.0,2235.0,7.0,4098.0,89.0,0
1,0,2,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0
0,1,0,0,25.0,1,0.0,0.0,0.0,0.0,0.0,0
1,0,2,2,5.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,24.0,1,0.0,1220.0,0.0,140.0,0.0,0
1,0,1,0,23.0,1,0.0,0.0,0.0,912.0,41.0,0
1,0,2,0,24.0,1,0.0,80.0,106.0,344.0,0.0,0
1,0,1,0,48.0,1,0.0,586.0,784.0,4.0,21.0,1
2,1,6,2,31.0,1,0.0,0.0,0.0,0.0,0.0,1
1,1,2,1,17.0,1,0.0,0.0,0.0,0.0,0.0,0
1,0,2,0,4.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,18.0,1,761.0,21.0,27.0,0.0,0.0,1
2,0,4,0,48.0,1,0.0,0.0,0.0,0.0,0.0,0
1,0,2,0,18.0,1,0.0,617.0,0.0,0.0,10.0,0
1,0,1,0,19.0,1,232.0,0.0,479.0,0.0,5.0,0
0,0,5,0,29.0,1,876.0,1.0,54.0,125.0,0.0,0
1,0,2,0,8.0,1,0.0,0.0,0.0,0.0,0.0,0
4,1,2,0,13.0,1,0.0,0.0,0.0,0.0,0.0,1
1,1,2,0,10.0,1,0.0,0.0,0.0,0.0,0.0,0
1,1,0,0,21.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,46.0,1,0.0,0.0,0.0,0.0,880.0,0
0,1,1,0,32.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,1,20.0,1,0.0,272.0,108.0,0.0,230.0,1
1,0,1,0,34.0,1,0.0,0.0,0.0,874.0,0.0,0
0,0,1,0,55.0,1,1236.0,0.0,52.0,0.0,0.0,0
1,0,2,1,42.0,1,0.0,0.0,0.0,214.0,50.0,1
1,0,2,0,16.0,3,24.0,0.0,13.0,717.0,0.0,0
0,3,0,0,39.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,0,0,21.0,1,38.0,1.0,591.0,1.0,31.0,1
2,0,3,0,26.0,1,0.0,1583.0,0.0,232.0,8040.0,0
1,0,0,0,27.0,1,1.0,355.0,757.0,0.0,0.0,0
2,0,4,2,27.0,1,0.0,867.0,0.0,20.0,1371.0,0
1,0,1,0,18.0,1,765.0,0.0,13.0,0.0,0.0,0
2,0,3,2,42.0,1,0.0,1209.0,0.0,1026.0,636.0,0
1,0,2,2,31.0,1,23.0,0.0,0.0,0.0,17.0,0
1,0,2,0,40.0,1,678.0,0.0,229.0,0.0,0.0,0
1,0,2,4,31.0,1,25.0,712.0,0.0,16.0,0.0,1
1,0,1,0,40.0,1,4.0,11.0,669.0,0.0,773.0,0
1,0,1,2,24.0,1,0.0,0.0,2433.0,0.0,53.0,1
1,0,0,4,23.0,1,0.0,456.0,2624.0,912.0,8.0,1
1,0,1,0,34.0,1,124.0,0.0,0.0,679.0,0.0,0
1,1,0,0,37.0,1,0.0,0.0,0.0,0.0,0.0,0
1,0,2,0,21.0,1,0.0,39.0,0.0,310.0,539.0,0
1,0,2,1,5.0,1,0.0,0.0,0.0,0.0,0.0,0
1,0,0,0,44.0,1,358.0,303.0,0.0,0.0,131.0,0
1,0,2,2,27.0,1,3905.0,7.0,0.0,4.0,53.0,0
0,0,1,0,32.0,1,1087.0,0.0,71.0,0.0,0.0,0
1,0,1,0,35.0,1,482.0,0.0,884.0,0.0,30.0,0
1,0,1,0,21.0,1,0.0,681.0,51.0,131.0,1.0,1
0,0,1,0,38.0,1,218.0,0.0,586.0,770.0,0.0,0
1,0,1,0,19.0,1,0.0,0.0,957.0,4.0,0.0,0
2,0,3,2,30.0,1,0.0,3722.0,4.0,140.0,4045.0,0
1,0,2,0,36.0,1,0.0,361.0,512.0,34.0,0.0,1
0,1,1,3,46.0,1,0.0,0.0,0.0,0.0,0.0,1
1,1,2,1,40.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,3,0,13.0,1,0.0,3680.0,0.0,1529.0,3854.0,0
2,1,4,2,28.0,1,0.0,0.0,0.0,0.0,0.0,1
2,1,5,0,32.0,1,0.0,0.0,0.0,0.0,0.0,1
2,1,5,0,34.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,42.0,1,18.0,5.0,470.0,356.0,57.0,0
2,1,5,2,28.0,1,0.0,0.0,0.0,0.0,0.0,1
0,0,1,0,32.0,1,2937.0,60.0,696.0,0.0,0.0,0
2,0,4,3,36.0,1,0.0,551.0,0.0,5270.0,22.0,0
2,0,4,4,27.0,1,0.0,0.0,0.0,1866.0,676.0,1
1,0,1,0,22.0,1,0.0,0.0,675.0,5.0,0.0,1
1,3,2,0,20.0,1,625.0,0.0,2.0,0.0,0.0,0
1,1,2,2,18.0,1,0.0,0.0,0.0,0.0,0.0,0
1,0,1,2,24.0,1,252.0,0.0,0.0,449.0,0.0,0
1,0,1,0,17.0,1,2.0,33.0,97.0,553.0,0.0,0
1,0,1,0,21.0,1,0.0,0.0,7.0,675.0,0.0,0
1,0,1,2,38.0,1,0.0,717.0,0.0,0.0,0.0,0
1,0,1,0,31.0,1,14.0,5.0,0.0,795.0,0.0,1
2,0,3,0,18.0,1,20.0,1064.0,0.0,0.0,11643.0,0
0,0,1,0,18.0,1,594.0,0.0,555.0,0.0,0.0,0
1,0,1,0,19.0,1,0.0,0.0,134.0,1931.0,0.0,0
2,0,6,0,52.0,0,0.0,1429.0,0.0,1371.0,488.0,1
0,0,1,0,58.0,1,12.0,0.0,186.0,2436.0,4.0,0
0,1,1,0,54.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,15.0,1,2156.0,0.0,0.0,59.0,2.0,0
1,0,1,0,22.0,1,514.0,0.0,2.0,129.0,583.0,0
2,1,4,0,23.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,1,48.0,1,0.0,2.0,72.0,554.0,143.0,0
1,1,2,0,30.0,1,0.0,0.0,0.0,0.0,0.0,0
2,0,6,0,33.0,0,0.0,3076.0,0.0,3.0,994.0,0
3,1,4,2,30.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,32.0,1,600.0,670.0,0.0,187.0,0.0,0
1,0,0,0,21.0,1,0.0,314.0,323.0,1026.0,6.0,0
1,0,0,0,14.0,1,781.0,0.0,1.0,4.0,1.0,0
2,0,3,2,58.0,0,2.0,3862.0,0.0,1482.0,73.0,0
1,0,1,0,69.0,1,577.0,139.0,0.0,0.0,0.0,0
1,2,7,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,3,0,22.0,1,0.0,11594.0,0.0,10247.0,1.0,0
1,0,1,0,20.0,1,0.0,0.0,0.0,327.0,0.0,1
4,0,1,0,44.0,1,3.0,0.0,33.0,769.0,0.0,1
1,0,1,1,31.0,1,0.0,627.0,1.0,0.0,13.0,0
1,0,2,0,55.0,1,330.0,114.0,0.0,2.0,0.0,1
2,0,4,2,27.0,1,0.0,4342.0,0.0,0.0,36.0,1
1,0,1,1,22.0,1,0.0,78.0,642.0,0.0,0.0,0
1,1,2,2,8.0,1,0.0,0.0,0.0,0.0,0.0,1
0,0,1,0,33.0,1,301.0,0.0,501.0,0.0,1013.0,0
2,0,3,2,29.0,1,80.0,3707.0,0.0,1465.0,1320.0,0
1,0,2,0,49.0,1,188.0,0.0,143.0,1443.0,555.0,0
2,0,3,2,30.0,1,0.0,7972.0,0.0,0.0,4.0,1
2,0,4,0,33.0,1,0.0,1.0,0.0,8620.0,1063.0,0
1,0,0,2,25.0,1,0.0,12.0,851.0,19.0,103.0,0
0,0,0,0,20.0,1,464.0,0.0,1432.0,0.0,0.0,1
1,0,1,0,24.0,1,590.0,0.0,1.0,168.0,16.0,0
1,1,2,0,35.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,3,0,40.0,1,0.0,553.0,10.0,2787.0,52.0,0
3,1,1,0,36.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,21.0,1,0.0,0.0,23.0,820.0,22.0,0
1,0,1,0,24.0,1,0.0,20.0,0.0,14.0,659.0,0
2,0,3,2,36.0,1,29.0,12180.0,0.0,93.0,17306.0,0
0,0,1,0,39.0,1,345.0,0.0,848.0,0.0,116.0,0
0,2,1,2,46.0,1,1082.0,80.0,1177.0,0.0,323.0,0
1,0,2,0,29.0,1,0.0,2.0,66.0,0.0,705.0,0
1,0,1,0,22.0,1,0.0,0.0,6.0,0.0,733.0,0
1,0,1,0,22.0,1,60.0,48.0,0.0,0.0,500.0,0
1,0,2,0,8.0,2,0.0,0.0,0.0,0.0,0.0,0
1,0,1,0,45.0,1,0.0,25.0,87.0,989.0,482.0,0
2,0,4,0,50.0,1,3677.0,782.0,0.0,6.0,1168.0,1
1,0,2,0,47.0,1,0.0,0.0,880.0,0.0,2.0,1
2,0,4,2,39.0,1,106.0,243.0,126.0,7.0,4967.0,0
2,0,6,2,23.0,1,36.0,2467.0,0.0,381.0,803.0,0
4,1,8,0,40.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,5,0,26.0,1,0.0,823.0,0.0,1821.0,1508.0,0
2,0,4,2,35.0,1,0.0,388.0,0.0,1792.0,2891.0,0
2,0,4,0,60.0,1,0.0,960.0,46.0,854.0,17074.0,0
2,0,5,2,26.0,1,6.0,728.0,0.0,1273.0,1116.0,0
1,0,1,0,18.0,1,0.0,0.0,773.0,0.0,4.0,0
0,0,1,0,35.0,1,4608.0,0.0,926.0,382.0,0.0,0
2,0,3,0,42.0,1,0.0,456.0,1.0,1193.0,3039.0,0
2,0,4,2,36.0,0,13.0,196.0,3.0,0.0,12323.0,0
2,0,0,2,36.0,1,13.0,1480.0,1.0,1439.0,1955.0,0
1,0,2,0,26.0,1,0.0,0.0,0.0,543.0,0.0,0
1,0,1,1,35.0,1,22.0,0.0,1179.0,0.0,33.0,0
0,0,5,0,14.0,1,246.0,0.0,2153.0,0.0,0.0,1
1,0,1,0,36.0,1,0.0,11.0,0.0,18.0,872.0,0
1,0,1,0,29.0,1,0.0,0.0,885.0,0.0,0.0,1
0,1,0,0,27.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,6,0,37.0,1,0.0,2390.0,0.0,1306.0,0.0,0
1,0,0,0,23.0,1,234.0,1.0,551.0,0.0,1.0,0
1,0,0,0,27.0,1,0.0,0.0,0.0,658.0,133.0,0
2,1,5,0,55.0,1,0.0,0.0,0.0,0.0,0.0,1
1,1,2,2,7.0,1,0.0,0.0,0.0,0.0,0.0,1
0,0,1,0,20.0,1,539.0,1269.0,38.0,0.0,0.0,1
1,1,2,0,3.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,5,0,43.0,1,2.0,3846.0,0.0,3.0,346.0,1
1,0,2,2,27.0,1,0.0,0.0,0.0,36.0,437.0,0
1,0,2,0,22.0,1,151.0,0.0,613.0,6.0,0.0,0
1,0,2,0,15.0,1,0.0,706.0,0.0,0.0,0.0,1
0,0,1,0,0.0,1,1030.0,0.0,158.0,0.0,28.0,0
0,0,5,0,13.0,1,1112.0,0.0,687.0,0.0,3.0,0
2,0,3,0,26.0,0,0.0,2199.0,0.0,328.0,329.0,0
2,0,4,0,28.0,1,0.0,3315.0,0.0,594.0,85.0,1
2,0,3,2,23.0,1,0.0,8037.0,0.0,1.0,2.0,1
2,1,4,0,54.0,1,0.0,0.0,0.0,0.0,0.0,1
3,0,1,0,25.0,1,9.0,852.0,73.0,12.0,57.0,1
2,0,3,0,32.0,1,0.0,0.0,0.0,241.0,4757.0,0
4,1,2,0,20.0,1,0.0,0.0,0.0,0.0,0.0,0
2,0,3,2,35.0,1,0.0,1471.0,2.0,445.0,533.0,1
1,0,1,2,23.0,2,94.0,132.0,0.0,967.0,5.0,0
1,0,2,0,30.0,1,467.0,0.0,0.0,0.0,287.0,0
0,0,0,0,24.0,1,0.0,0.0,0.0,0.0,0.0,0
0,0,1,0,29.0,1,5715.0,2.0,211.0,1476.0,0.0,0
0,0,5,1,34.0,1,162.0,0.0,690.0,28.0,0.0,0
1,0,1,1,44.0,2,0.0,463.0,1.0,172.0,0.0,1
1,1,2,2,17.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,1,13.0,1,16.0,0.0,87.0,544.0,0.0,0
1,0,2,0,35.0,3,753.0,335.0,1.0,348.0,0.0,0
1,0,1,0,28.0,1,0.0,0.0,0.0,525.0,1889.0,0
2,0,4,0,33.0,1,0.0,4372.0,0.0,4103.0,0.0,1
2,1,4,2,23.0,2,0.0,0.0,0.0,0.0,0.0,1
0,1,1,0,37.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,25.0,1,0.0,0.0,0.0,6.0,1989.0,0
1,0,1,1,33.0,1,0.0,688.0,2.0,0.0,426.0,0
1,0,2,0,49.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,0,0,25.0,1,0.0,997.0,0.0,0.0,0.0,1
1,0,0,0,19.0,1,3.0,0.0,0.0,0.0,788.0,0
1,1,2,4,20.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,2,43.0,1,0.0,0.0,642.0,0.0,8.0,1
2,1,3,2,40.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,4,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,21.0,1,29.0,27.0,47.0,694.0,11.0,0
1,0,2,0,39.0,1,14.0,583.0,310.0,0.0,0.0,1
1,0,1,0,51.0,1,28.0,94.0,0.0,34.0,638.0,0
1,2,0,0,19.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,24.0,1,1.0,677.0,13.0,10.0,0.0,1
2,1,7,2,27.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,2,14.0,1,77.0,0.0,9.0,424.0,166.0,0
1,0,1,0,19.0,1,5.0,666.0,0.0,123.0,440.0,0
2,0,3,0,12.0,1,0.0,0.0,0.0,0.0,0.0,1
0,0,5,0,23.0,1,1862.0,59.0,18.0,192.0,0.0,1
4,0,1,0,41.0,1,6.0,1.0,11.0,1046.0,0.0,0
1,0,1,0,21.0,1,86.0,3.0,149.0,208.0,329.0,0
2,0,5,0,65.0,1,0.0,722.0,302.0,103.0,2659.0,0
2,0,4,2,33.0,1,0.0,73.0,31.0,8493.0,9065.0,0
2,1,4,2,32.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,0,23.0,1,0.0,153.0,11.0,646.0,0.0,0
1,0,1,1,56.0,1,1309.0,0.0,69.0,1.0,0.0,0
1,0,1,0,20.0,1,717.0,0.0,0.0,0.0,0.0,0
1,0,1,0,23.0,1,0.0,30.0,0.0,106.0,566.0,0
2,0,5,0,19.0,1,0.0,1406.0,0.0,4199.0,2123.0,0
2,1,5,0,26.0,1,0.0,0.0,0.0,0.0,0.0,1
2,1,4,2,58.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,0,0,26.0,1,0.0,0.0,148.0,551.0,89.0,0
0,0,0,0,25.0,0,854.0,0.0,319.0,0.0,0.0,0
1,0,0,0,45.0,1,1595.0,0.0,0.0,0.0,13.0,0
2,1,5,2,26.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,2,22.0,1,126.0,3.0,0.0,1305.0,0.0,0
1,1,2,2,27.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,27.0,1,1.0,697.0,31.0,188.0,0.0,0
2,1,3,0,74.0,1,0.0,0.0,0.0,0.0,0.0,1
0,0,1,0,55.0,1,1281.0,0.0,7.0,1.0,0.0,0
0,1,1,0,72.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,2,2,6.0,2,0.0,0.0,0.0,0.0,0.0,1
2,0,0,0,48.0,1,0.0,0.0,0.0,408.0,293.0,1
2,0,4,0,26.0,1,2381.0,1772.0,0.0,0.0,2618.0,0
2,1,5,0,33.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,2,24.0,1,0.0,254.0,13.0,0.0,477.0,0
2,1,5,2,55.0,1,0.0,0.0,0.0,0.0,0.0,1
2,1,3,0,17.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,3,2,44.0,1,0.0,71.0,7148.0,427.0,394.0,1
0,0,1,0,13.0,1,1007.0,0.0,142.0,295.0,0.0,0
0,1,1,0,36.0,2,0.0,0.0,0.0,0.0,0.0,1
0,1,5,0,4.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,32.0,1,0.0,49.0,2.0,639.0,0.0,0
4,1,4,0,22.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,0,0,19.0,1,194.0,44.0,0.0,549.0,1.0,0
1,0,2,1,12.0,1,0.0,0.0,0.0,0.0,0.0,1
2,0,4,2,0.0,1,2.0,1720.0,12.0,1125.0,122.0,1
2,1,4,0,25.0,0,0.0,0.0,0.0,0.0,0.0,1
1,0,0,0,31.0,1,159.0,110.0,701.0,0.0,10.0,0
1,0,1,0,27.0,1,0.0,0.0,23.0,30.0,815.0,0
0,0,0,0,27.0,1,555.0,0.0,744.0,0.0,0.0,0
2,0,4,1,34.0,0,0.0,0.0,21.0,7.0,16.0,1
1,0,1,0,24.0,1,332.0,9.0,356.0,0.0,0.0,0
2,0,4,0,28.0,1,0.0,2896.0,46.0,5248.0,8169.0,0
1,0,1,2,18.0,1,235.0,0.0,101.0,0.0,316.0,1
2,0,6,0,33.0,1,20.0,653.0,0.0,121.0,483.0,0
1,0,2,0,38.0,1,1739.0,0.0,0.0,83.0,0.0,0
2,1,4,1,35.0,1,0.0,0.0,0.0,0.0,0.0,1
0,0,1,0,21.0,1,1072.0,79.0,46.0,16.0,0.0,0
1,0,1,0,15.0,1,12.0,25.0,197.0,631.0,0.0,0
2,1,4,2,43.0,3,0.0,0.0,0.0,0.0,0.0,1
2,0,7,0,52.0,1,0.0,3275.0,111.0,51.0,18.0,1
1,0,2,0,24.0,1,0.0,0.0,643.0,167.0,0.0,1
2,0,4,2,50.0,1,0.0,103.0,0.0,240.0,8221.0,0
1,0,2,1,15.0,1,521.0,162.0,62.0,5.0,0.0,1
0,1,7,0,21.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,1,20.0,1,0.0,4.0,0.0,0.0,625.0,0
1,0,1,0,20.0,1,0.0,25.0,0.0,11.0,0.0,0
2,0,4,2,30.0,1,0.0,4066.0,0.0,544.0,1272.0,0
1,3,2,0,24.0,1,0.0,0.0,0.0,0.0,0.0,0
1,2,2,0,28.0,1,0.0,0.0,0.0,0.0,0.0,0
1,0,1,0,23.0,1,0.0,1125.0,0.0,0.0,993.0,0
2,0,6,2,70.0,1,0.0,2113.0,0.0,1972.0,51.0,0
1,0,2,0,18.0,1,628.0,0.0,0.0,31.0,150.0,0
1,0,1,0,34.0,1,0.0,0.0,880.0,22.0,0.0,1
2,1,6,0,48.0,1,0.0,0.0,0.0,0.0,0.0,1
2,1,4,2,31.0,1,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,27.0,1,0.0,1826.0,39.0,11.0,649.0,0
4,1,0,1,14.0,1,0.0,0.0,0.0,0.0,0.0,1
2,1,3,2,26.0,0,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,22.0,1,48.0,329.0,182.0,26.0,154.0,0
1,0,1,0,54.0,1,0.0,0.0,872.0,0.0,1.0,1
1,0,0,0,39.0,1,0.0,43.0,864.0,0.0,85.0,0
2,0,6,2,27.0,0,0.0,1337.0,1929.0,0.0,0.0,1
1,0,2,0,18.0,1,0.0,1.0,0.0,80.0,826.0,0
0,0,5,0,26.0,1,782.0,0.0,0.0,2503.0,1.0,0
